Num intranidal nodes,Num nodes,Num intranidal vessels,Injection location,Injection pressure (mmHg),Num vessels,Flow min (mL/min),Flow mean (mL/min),Flow max (mL/min),Pressure min (mmHg),Pressure mean (mmHg),Pressure max (mmHg),Resistance min (mmHg*min/mL),Resistance mean (mmHg*min/mL),Resistance max (mmHg*min/mL),Radius min (cm),Radius mean (cm),Radius max (cm),Length min (cm),Length mean (cm),Length max (cm),Num fistulous,Fistulous flow min (mL/min),Fistulous flow mean (mL/min),Fistulous flow max (mL/min),Fistulous pressure min (mmHg),Fistulous pressure mean (mmHg),Fistulous pressure max (mmHg),Fistulous resistance min (mmHg*min/mL),Fistulous resistance mean (mmHg*min/mL),Fistulous resistance max (mmHg*min/mL),Fistulous radius min (cm),Fistulous radius mean (cm),Fistulous radius max (cm),Fistulous length min (cm),Fistulous length mean (cm),Fistulous length max (cm),Num plexiform,Plexiform flow min (mL/min),Plexiform flow mean (mL/min),Plexiform flow max (mL/min),Plexiform pressure min (mmHg),Plexiform pressure mean (mmHg),Plexiform pressure max (mmHg),Plexiform resistance min (mmHg*min/mL),Plexiform resistance mean (mmHg*min/mL),Plexiform resistance max (mmHg*min/mL),Plexiform radius min (cm),Plexiform radius mean (cm),Plexiform radius max (cm),Plexiform length min (cm),Plexiform length mean (cm),Plexiform length max (cm),Num intranidal,Intranidal flow min (mL/min),Intranidal flow mean (mL/min),Intranidal flow max (mL/min),Intranidal pressure min (mmHg),Intranidal pressure mean (mmHg),Intranidal pressure max (mmHg),Intranidal resistance min (mmHg*min/mL),Intranidal resistance mean (mmHg*min/mL),Intranidal resistance max (mmHg*min/mL),Intranidal radius min (cm),Intranidal radius mean (cm),Intranidal radius max (cm),Intranidal length min (cm),Intranidal length mean (cm),Intranidal length max (cm),Num feeder,Feeder flow min (mL/min),Feeder flow mean (mL/min),Feeder flow max (mL/min),Feeder pressure min (mmHg),Feeder pressure mean (mmHg),Feeder pressure max (mmHg),Feeder resistance min (mmHg*min/mL),Feeder resistance mean (mmHg*min/mL),Feeder resistance max (mmHg*min/mL),Feeder radius min (cm),Feeder radius mean (cm),Feeder radius max (cm),Feeder length min (cm),Feeder length mean (cm),Feeder length max (cm),Num drainer,Drainer flow min (mL/min),Drainer flow mean (mL/min),Drainer flow max (mL/min),Drainer pressure min (mmHg),Drainer pressure mean (mmHg),Drainer pressure max (mmHg),Drainer resistance min (mmHg*min/mL),Drainer resistance mean (mmHg*min/mL),Drainer resistance max (mmHg*min/mL),Drainer radius min (cm),Drainer radius mean (cm),Drainer radius max (cm),Drainer length min (cm),Drainer length mean (cm),Drainer length max (cm),Feeder total flow (mL/min),Drainer total flow (mL/min),Min rupture risk (%),Mean rupture risk (%),Max rupture risk (%),Percent filled (%),Percent filled post-injection (%),Blood pressure hypotension,CVP pressure,Cardiac phase,Num columns,Num compartments,Num cross vessels,Fistula compartment index,Occluded,Error
1218,1232,1513,,0,1534,0.0026,1.0027,103.2344,0.0012,2.3815,17.9346,0.0,5.582,136.9099,0.01,0.0132,1,0.05,0.1681,25,7,9.3618,9.6793,10.0821,3.2596,3.3701,3.5104,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0026,0.4263,1.7811,0.0147,2.3751,9.9223,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0026,0.4692,10.0821,0.0147,2.3797,9.9223,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0849,33.612,63.9722,0.5209,4.3394,11.6246,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,18.3619,33.612,53.0368,0.0262,0.0479,0.0756,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,100.83606382133112,100.83606382135432,0,0.6725,31.1365,0.0,0.0,profound,elevated,average,6,6,72,2,AF3,[7.558821464334776e-09]
1218,1232,1513,DV3,20,1534,0.0105,2.2442,232.6273,0.0026,5.2372,39.6144,0.0,5.582,136.9099,0.01,0.0132,1,0.05,0.1681,25,7,22.5962,23.3092,24.2807,7.8675,8.1158,8.454,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0105,0.9382,3.5368,0.0585,5.2265,19.7029,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0105,1.0417,24.2807,0.0585,5.2399,19.7029,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.1077,75.7631,143.6403,1.1697,5.9658,14.7451,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,17.0134,75.7631,134.967,0.0243,0.108,0.1925,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,227.28941955059852,227.28941955065048,0,13.3819,54.6469,0.3966,0.3966,moderate,elevated,average,6,6,72,2,AF3,[7.558821464334776e-09]
1218,1232,1513,DV3,20,1534,0.0067,0.912,88.561,0.001,2.2317,18.0521,0.0,5.582,136.9099,0.01,0.0132,1,0.05,0.1681,25,7,9.4724,9.7567,10.2412,3.2981,3.3971,3.5658,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0067,0.4,1.3172,0.0376,2.2283,7.3379,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0067,0.4433,10.2412,0.0376,2.2337,7.3379,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0226,28.7136,54.0692,0.4403,1.4303,3.09,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,8.7053,34.5021,60.7073,0.0124,0.0492,0.0866,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,86.09565029488547,86.0956502949053,0,0.5761,20.7954,42.4323,42.4323,profound,elevated,average,6,6,72,2,AF3,[7.558821464334776e-09]
1218,1232,1513,DV3,30,1534,0.0007,2.1773,225.2906,0.0025,5.0721,39.6732,0.0,5.582,136.9099,0.01,0.0132,1,0.05,0.1681,25,7,22.6594,23.348,24.3877,7.8895,8.1293,8.4913,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0007,0.9089,3.3728,0.0039,5.0633,18.7895,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0007,1.0127,24.3877,0.0039,5.0775,18.7895,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.054,73.3064,138.6888,1.1294,3.4812,7.3878,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,3.4798,73.3064,138.8023,0.005,0.1045,0.198,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,219.91921278737556,219.9192127874264,0,13.243,53.0201,7.6008,23.5955,moderate,elevated,average,6,6,72,2,AF3,[7.558821464334776e-09]
1218,1232,1513,DV3,30,1534,0.013,0.9399,81.2242,0.0009,2.5051,18.1108,0.0,5.582,136.9099,0.01,0.0132,1,0.05,0.1681,25,7,9.4638,9.7955,10.3482,3.2951,3.4106,3.603,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.013,0.4491,1.574,0.0726,2.502,8.7686,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.013,0.4924,10.3482,0.0726,2.5062,8.7686,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0763,26.2927,49.1176,0.4,3.8506,10.4473,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,22.2389,41.0677,64.5426,0.0317,0.0586,0.092,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,78.72544353166258,78.72544353168081,0,0.9154,26.9003,75.4792,75.4792,profound,elevated,average,6,6,72,2,AF3,[7.558821464334776e-09]
1218,1232,1513,,0,1534,0.0,1.7217,174.5911,0.0,4.0509,48.6885,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,22.461,23.276,24.5133,7.8205,8.1042,8.535,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0047,0.7144,4.4129,0.026,3.98,24.5837,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0047,0.8188,24.5133,0.026,3.9991,24.5837,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.219,56.4317,164.4625,1.3392,26.6726,48.6885,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,23.2893,56.4317,111.2328,0.0332,0.0805,0.1586,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,169.2950365041531,169.2950365041724,0,8.7482,62.232,0.0,0.0,moderate,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,,0,1534,0.0,0.7185,72.9393,0.0,1.6892,20.2865,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,9.3581,9.6977,10.2132,3.2583,3.3765,3.556,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0019,0.2976,1.8386,0.0107,1.6582,10.2427,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0019,0.3411,10.2132,0.0107,1.6661,10.2427,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0865,23.5102,68.5218,0.558,10.8967,20.2865,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,9.703,23.5102,46.3437,0.0138,0.0335,0.0661,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,70.53052875901312,70.53052875902101,0,0.5771,32.2256,0.0,0.0,profound,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,DV3,20,1534,0.0,1.6167,163.0199,0.0,3.7826,39.7846,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,22.5904,23.354,24.4881,7.8655,8.1314,8.5263,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.001,0.6686,3.704,0.0053,3.7246,20.6346,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.001,0.7735,24.4881,0.0053,3.745,20.6346,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.1126,52.5526,154.1143,1.255,17.6262,36.2088,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,7.5941,52.5526,119.6773,0.0108,0.0749,0.1707,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,157.65791270038844,157.65791270040668,0,8.3831,56.2304,28.0899,28.3543,moderate,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,DV3,20,1534,0.0,0.6976,61.3681,0.0,1.8007,18.1223,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,9.4875,9.7757,10.2192,3.3033,3.4037,3.5581,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0003,0.3206,1.4719,0.0015,1.7859,8.2,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0003,0.3643,10.2192,0.0015,1.7934,8.2,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0199,19.6444,58.1736,0.4737,3.67,7.8067,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,12.6951,28.0945,54.7882,0.0181,0.0401,0.0781,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,58.89340495524866,58.89340495525569,0,0.4229,24.6021,65.3668,65.3668,profound,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,DV3,30,1534,0.0,1.608,157.2343,0.0,3.8493,39.8428,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,22.655,23.393,24.4755,7.888,8.145,8.5219,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0001,0.6824,3.5683,0.0004,3.8015,19.8787,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0001,0.7875,24.4755,0.0004,3.8216,19.8787,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0594,50.6131,148.9403,1.2128,13.103,29.9689,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,5.9954,54.6101,123.8995,0.0086,0.0779,0.1767,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,151.83935079850733,151.83935079852412,0,8.5054,54.9513,56.6424,56.6424,moderate,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,DV3,30,1534,0.0,0.7475,59.0104,0.0,2.1476,18.1805,0.0,5.5889,136.9099,0.01,0.0132,1,0.05,0.1671,25,7,9.4941,9.8147,10.3284,3.3056,3.4173,3.5961,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0041,0.3839,1.4522,0.0231,2.1385,8.0902,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0041,0.4275,10.3284,0.0231,2.1444,8.0902,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,3,0.0732,17.7404,52.9995,0.4316,4.0052,10.0171,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,20.349,35.2147,59.0104,0.029,0.0502,0.0842,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,53.07484305336686,53.0748430533731,0,0.7828,24.1405,100.0,100.0,profound,elevated,average,6,6,72,2,AF1,[4.340770812543786e-09]
1218,1232,1513,,0,1535,0.0042,2.4279,250.6956,0.0028,5.7821,45.3419,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,22.4583,23.2186,24.1797,7.8195,8.0842,8.4189,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0042,1.0314,4.2031,0.0236,5.7459,23.415,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0042,1.1341,24.1797,0.0236,5.7567,23.415,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.2096,61.3565,152.9383,1.2454,19.342,45.3419,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,46.8443,81.8086,127.6412,0.0668,0.1167,0.182,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,245.42583362929187,245.42583362923477,0,14.1459,60.5628,0.0,0.0,moderate,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
1218,1232,1513,,0,1535,0.0018,1.0127,104.6489,0.0012,2.4106,18.8921,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,9.357,9.6738,10.0742,3.2579,3.3682,3.5076,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0018,0.4297,1.7512,0.01,2.394,9.7558,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0018,0.4725,10.0742,0.01,2.3985,9.7558,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.0826,25.5628,63.7201,0.5189,7.8965,18.8921,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,19.5134,34.0837,53.1804,0.0278,0.0486,0.0758,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,102.25103562959224,102.2510356295682,0,0.6603,30.5564,0.0,0.0,profound,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
1218,1232,1513,DV3,20,1535,0.0074,2.2627,235.101,0.0026,5.2948,39.5881,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,22.5878,23.2996,24.2775,7.8646,8.1125,8.4529,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0074,0.9455,3.5212,0.0411,5.2672,19.6163,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0074,1.0489,24.2775,0.0411,5.2804,19.6163,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.1036,57.441,143.1994,1.1661,12.5923,33.039,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,19.0272,76.588,135.2182,0.0271,0.1092,0.1928,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,229.7639657636815,229.7639657636273,0,13.377,54.4959,0.3966,0.3966,moderate,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
1218,1232,1513,DV3,20,1535,0.0012,0.9122,89.0543,0.001,2.2275,18.0469,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,9.4698,9.7548,10.2405,3.2972,3.3964,3.5655,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0012,0.3987,1.3169,0.0067,2.221,7.3361,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0012,0.442,10.2405,0.0067,2.2265,7.3361,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.0234,21.659,53.9812,0.4396,2.7474,6.5892,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,8.3037,34.3988,60.7574,0.0118,0.0491,0.0866,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,86.58916776398121,86.58916776396059,0,0.5785,20.7871,42.4323,42.4323,profound,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
1218,1232,1513,DV3,30,1535,0.0003,2.1916,227.3037,0.0017,5.1154,39.6518,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,22.6525,23.3402,24.3851,7.8872,8.1266,8.4904,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.0003,0.9143,3.3602,0.0017,5.0933,18.7191,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.0003,1.018,24.3851,0.0017,5.1074,18.7191,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.0506,55.4833,138.33,1.1264,9.2174,26.8876,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,5.1187,73.9777,139.0067,0.0073,0.1055,0.1982,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,221.93303183087585,221.93303183082384,0,13.2364,52.8913,5.0231,21.811,moderate,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
1218,1232,1513,DV3,30,1535,0.014,0.9393,81.257,0.0009,2.5034,18.1105,0.0,5.5853,136.9099,0.01,0.0133,1,0.05,0.1704,25,7,9.4637,9.7953,10.3482,3.2951,3.4105,3.603,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1506,0.014,0.449,1.5742,0.0781,2.5016,8.7698,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1513,0.014,0.4923,10.3482,0.0781,2.5058,8.7698,0.3482,5.5467,5.5709,0.01,0.01,0.02,0.05,0.05,0.05,4,0.0415,19.7277,49.1118,0.3999,2.9992,10.4547,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,22.2122,41.0609,64.5459,0.0317,0.0586,0.0921,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,78.75823383117591,78.7582338311568,0,0.9157,26.9048,75.4792,75.4792,profound,elevated,average,6,6,72,2,,[3.1324602288963137e-09]
418,432,590,,0,611,0.0004,2.2918,114.5487,0.0013,4.6021,54.8431,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,1.4636,1.5135,1.5633,0.5096,0.527,0.5443,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0004,0.8058,4.7344,0.0024,4.4889,26.3749,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0004,0.8106,4.7344,0.0024,4.462,26.3749,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2374,36.3776,103.6987,2.4609,29.9352,54.8431,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,15.0275,36.3776,72.5027,0.0214,0.0519,0.1034,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,109.13275878767638,109.13275878767729,0,11.5958,64.6425,0.0,0.0,moderate,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,,0,611,0.0002,0.9578,47.9247,0.0005,1.9212,22.8509,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,0.6098,0.6306,0.6513,0.2123,0.2196,0.2268,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0002,0.3357,1.9726,0.001,1.8702,10.9894,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0002,0.3377,1.9726,0.001,1.859,10.9894,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.094,15.1553,43.2066,1.0253,12.2505,22.8509,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,6.2572,15.1553,30.2084,0.0089,0.0216,0.0431,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,45.46587036695004,45.465870366950426,0,2.3558,34.6372,0.0,0.0,profound,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,DV3,20,611,0.0089,2.3691,109.5567,0.0012,5.0348,41.7398,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,4.3034,4.4431,4.5828,1.4984,1.547,1.5956,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0089,0.8941,4.2796,0.0497,4.981,23.8413,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0089,0.9182,4.5828,0.0497,4.9577,23.8413,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1298,34.6946,99.9989,2.3731,20.6262,41.7398,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,11.8871,42.6193,76.8779,0.017,0.0608,0.1096,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,104.0837093340244,104.08370933402546,0,11.8171,61.1812,64.0678,64.0678,moderate,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,DV3,20,611,0.0024,1.1453,42.9326,0.0005,2.8135,18.5593,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,3.4496,3.5602,3.6708,1.2011,1.2396,1.2781,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0024,0.5089,1.8323,0.0131,2.8351,10.2076,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0024,0.5296,3.6708,0.0131,2.8243,10.2076,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0136,13.4813,39.5068,0.9375,4.1819,9.7475,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,20.6574,27.2439,34.5836,0.0295,0.0389,0.0493,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,40.416820913298146,40.41682091329861,0,2.7476,32.108,71.0169,71.0169,profound,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,DV3,30,611,0.0269,2.4969,107.0606,0.0012,5.6106,40.9723,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,5.7233,5.9079,6.0925,1.9928,2.057,2.1213,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0269,1.0055,4.2924,0.1496,5.6018,23.9123,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0269,1.0388,6.0925,0.1496,5.5777,23.9123,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0759,33.8531,98.149,2.3292,15.9717,35.1881,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,25.3444,50.7493,79.0655,0.0361,0.0724,0.1128,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,101.55918460719855,101.5591846071996,0,13.1803,61.283,69.4915,69.4915,moderate,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,DV3,30,611,0.0217,1.2852,40.4366,0.0005,3.4798,18.5725,0.0,5.6418,136.9099,0.01,0.0179,1,0.05,0.3465,25,4,4.8695,5.025,5.1805,1.6955,1.7496,1.8037,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0217,0.6328,2.3471,0.1208,3.5251,13.0753,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0217,0.6626,5.1805,0.1208,3.5131,13.0753,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0674,12.6757,37.6569,0.8936,4.4393,9.2284,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,34.1147,35.3739,36.7713,0.0487,0.0504,0.0524,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,37.89229618647219,37.89229618647278,0,4.7649,40.5936,72.8814,72.8814,profound,elevated,average,3,4,24,2,AF2,[1.0556616074679065e-09]
418,432,590,,0,611,0.0006,5.737,290.4033,0.0031,9.5577,39.1142,0.0,5.6245,136.9099,0.01,0.0181,1,0.05,0.3465,25,4,38.9009,40.1467,41.3924,13.5445,13.9783,14.412,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,586,0.0006,1.7339,5.1395,0.0031,9.6592,28.6317,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,590,0.0006,1.9943,41.3924,0.0031,9.6885,28.6317,0.3482,5.5355,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2277,95.0605,188.5827,1.5356,11.6664,31.1767,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,50.3233,95.0605,152.0293,0.0718,0.1356,0.2168,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,285.181467423251,285.1814674232467,0,27.8649,67.4563,0.0,0.0,moderate,elevated,average,3,4,24,2,AF3,[1.4986738860893253e-09]
