Num intranidal nodes,Num nodes,Num intranidal vessels,Injection location,Injection pressure (mmHg),Num vessels,Flow min (mL/min),Flow mean (mL/min),Flow max (mL/min),Pressure min (mmHg),Pressure mean (mmHg),Pressure max (mmHg),Resistance min (mmHg*min/mL),Resistance mean (mmHg*min/mL),Resistance max (mmHg*min/mL),Radius min (cm),Radius mean (cm),Radius max (cm),Length min (cm),Length mean (cm),Length max (cm),Num fistulous,Fistulous flow min (mL/min),Fistulous flow mean (mL/min),Fistulous flow max (mL/min),Fistulous pressure min (mmHg),Fistulous pressure mean (mmHg),Fistulous pressure max (mmHg),Fistulous resistance min (mmHg*min/mL),Fistulous resistance mean (mmHg*min/mL),Fistulous resistance max (mmHg*min/mL),Fistulous radius min (cm),Fistulous radius mean (cm),Fistulous radius max (cm),Fistulous length min (cm),Fistulous length mean (cm),Fistulous length max (cm),Num plexiform,Plexiform flow min (mL/min),Plexiform flow mean (mL/min),Plexiform flow max (mL/min),Plexiform pressure min (mmHg),Plexiform pressure mean (mmHg),Plexiform pressure max (mmHg),Plexiform resistance min (mmHg*min/mL),Plexiform resistance mean (mmHg*min/mL),Plexiform resistance max (mmHg*min/mL),Plexiform radius min (cm),Plexiform radius mean (cm),Plexiform radius max (cm),Plexiform length min (cm),Plexiform length mean (cm),Plexiform length max (cm),Num intranidal,Intranidal flow min (mL/min),Intranidal flow mean (mL/min),Intranidal flow max (mL/min),Intranidal pressure min (mmHg),Intranidal pressure mean (mmHg),Intranidal pressure max (mmHg),Intranidal resistance min (mmHg*min/mL),Intranidal resistance mean (mmHg*min/mL),Intranidal resistance max (mmHg*min/mL),Intranidal radius min (cm),Intranidal radius mean (cm),Intranidal radius max (cm),Intranidal length min (cm),Intranidal length mean (cm),Intranidal length max (cm),Num feeder,Feeder flow min (mL/min),Feeder flow mean (mL/min),Feeder flow max (mL/min),Feeder pressure min (mmHg),Feeder pressure mean (mmHg),Feeder pressure max (mmHg),Feeder resistance min (mmHg*min/mL),Feeder resistance mean (mmHg*min/mL),Feeder resistance max (mmHg*min/mL),Feeder radius min (cm),Feeder radius mean (cm),Feeder radius max (cm),Feeder length min (cm),Feeder length mean (cm),Feeder length max (cm),Num drainer,Drainer flow min (mL/min),Drainer flow mean (mL/min),Drainer flow max (mL/min),Drainer pressure min (mmHg),Drainer pressure mean (mmHg),Drainer pressure max (mmHg),Drainer resistance min (mmHg*min/mL),Drainer resistance mean (mmHg*min/mL),Drainer resistance max (mmHg*min/mL),Drainer radius min (cm),Drainer radius mean (cm),Drainer radius max (cm),Drainer length min (cm),Drainer length mean (cm),Drainer length max (cm),Feeder total flow (mL/min),Drainer total flow (mL/min),Min rupture risk (%),Mean rupture risk (%),Max rupture risk (%),Percent filled (%),Percent filled post-injection (%),Blood pressure hypotension,CVP pressure,Cardiac phase,Num columns,Num compartments,Num cross vessels,Fistula compartment index,Occluded,Error
676,690,864,DV3,20,885,0.0009,1.2198,73.9563,0.0008,2.6287,18.1641,0.0,5.5961,136.9099,0.01,0.0156,1,0.05,0.2547,25,6,11.0668,11.4795,11.7807,3.8532,3.9969,4.1018,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0009,0.4727,1.6675,0.005,2.6333,9.2896,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0009,0.5491,11.7807,0.005,2.6428,9.2896,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0203,23.84,44.9855,0.3663,1.258,2.7784,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,5.4836,27.4822,50.6973,0.0078,0.0392,0.0723,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,71.47934974011216,71.47934974010327,0,1.0997,28.8781,35.9954,35.9954,profound,elevated,average,5,4,40,2,AF3,[1.909301289646957e-09]
676,690,864,DV3,30,885,0.0023,2.9686,188.8586,0.0021,6.1299,39.9459,0.0,5.5961,136.9099,0.01,0.0156,1,0.05,0.2547,25,6,26.4366,27.4712,28.1452,9.2047,9.5649,9.7996,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0023,1.1027,3.4479,0.013,6.1428,19.208,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0023,1.2858,28.1452,0.013,6.1666,19.208,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0539,61.152,117.0582,0.9532,3.3026,7.3801,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,6.5874,61.152,116.6332,0.0094,0.0872,0.1663,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,183.45586537002728,183.45586537000457,0,17.1532,53.7751,4.5139,17.8241,moderate,elevated,average,5,4,40,2,AF3,[1.909301289646957e-09]
676,690,864,DV3,30,885,0.0001,1.237,67.3855,0.0008,2.923,18.2206,0.0,5.5961,136.9099,0.01,0.0156,1,0.05,0.2547,25,6,11.1364,11.5246,11.8548,3.8775,4.0126,4.1276,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0001,0.5257,2.1228,0.0008,2.9288,11.826,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0001,0.6021,11.8548,0.0008,2.9363,11.826,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0709,21.6729,39.9384,0.3252,3.5428,9.7098,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,16.4484,32.5912,53.5016,0.0235,0.0465,0.0763,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,64.87693861866524,64.8769386186571,0,1.5791,37.1518,75.8102,75.8102,profound,elevated,average,5,4,40,2,AF3,[1.909301289646957e-09]
676,690,864,,0,885,0.0,2.4298,152.05,0.0,5.0557,46.4525,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,26.2445,27.3639,28.3258,9.1378,9.5276,9.8625,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0001,0.8907,4.852,0.0003,4.962,27.03,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0001,1.0745,28.3258,0.0003,4.9937,27.03,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2088,48.908,142.1134,1.1572,25.4003,46.4525,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,17.5841,48.908,94.7225,0.0251,0.0697,0.1351,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,146.7239037332653,146.72390373325618,0,11.6038,65.4833,0.0,0.0,moderate,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,,0,885,0.0,1.0143,63.548,0.0,2.109,19.3553,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,10.9345,11.4009,11.8016,3.8072,3.9696,4.1091,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0001,0.3711,2.0216,0.0004,2.0673,11.2618,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0001,0.4477,11.8016,0.0004,2.0805,11.2618,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0822,20.3755,59.2104,0.4822,10.3652,19.3553,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,7.326,20.3755,39.4648,0.0104,0.0291,0.0563,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,61.12662967964491,61.126629679641056,0,1.0927,35.4766,0.0,0.0,profound,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,DV3,20,885,0.0,2.2541,140.5963,0.0,4.6227,40.0105,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,26.3853,27.4561,28.1301,9.1868,9.5597,9.7943,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0046,0.8157,3.8835,0.0259,4.5441,21.6348,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0046,1.0007,28.1301,0.0259,4.579,21.6348,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1092,45.0693,131.7523,1.0729,17.1123,35.3146,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,12.1903,45.0693,100.7883,0.0174,0.0643,0.1437,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,135.2077841149625,135.20778411495436,0,10.8355,57.8526,23.8426,24.4213,moderate,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,DV3,20,885,0.0,0.9271,52.0942,0.0,2.0747,18.2158,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,11.0753,11.493,11.7899,3.8562,4.0016,4.105,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0005,0.3689,1.5748,0.0028,2.0551,8.7732,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0005,0.4462,11.7899,0.0028,2.0686,8.7732,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0174,16.5484,48.8493,0.3978,3.6662,8.2174,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,7.8912,21.7976,45.5306,0.0113,0.0311,0.0649,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,49.6105100613422,49.61051006133925,0,0.8972,26.9182,60.3009,60.3009,profound,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,DV3,30,885,0.0,2.196,134.8694,0.0,4.5718,40.0681,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,26.4557,27.5021,28.1663,9.2114,9.5757,9.8069,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0036,0.8088,3.7982,0.0203,4.506,21.1592,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0036,0.9942,28.1663,0.0203,4.5412,21.1592,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0594,43.1499,126.5718,1.0307,12.9683,29.7456,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,1.0768,43.1499,103.8212,0.0015,0.0615,0.1481,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,129.44972430581132,129.44972430580341,0,10.6537,57.0908,48.7269,49.3056,moderate,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,DV3,30,885,0.0,0.9645,48.5635,0.0,2.4309,18.2733,0.0,5.608,136.9099,0.01,0.0155,1,0.05,0.253,25,6,11.1457,11.5391,11.8647,3.8807,4.0177,4.1311,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.012,0.4346,1.9567,0.0671,2.4209,10.9008,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.012,0.5117,11.8647,0.0671,2.432,10.9008,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0672,14.6623,43.6687,0.3556,4.0694,9.2043,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,14.2936,27.2873,48.5635,0.0204,0.0389,0.0693,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,43.852450252190856,43.85245025218844,0,1.4038,34.3597,100.0,100.0,profound,elevated,average,5,4,40,2,AF1,[1.2675745913664492e-09]
676,690,864,,0,886,0.0088,3.3242,211.6689,0.0024,7.0513,43.0255,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,26.2172,27.3219,28.2116,9.1283,9.5129,9.8227,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0088,1.2616,3.921,0.049,7.0282,21.8433,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0088,1.4426,28.2116,0.049,7.0455,21.8433,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.1976,51.5901,131.52,1.071,18.2076,43.0255,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,41.8566,68.7868,108.7068,0.0597,0.0981,0.155,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,206.36051520163733,206.36051520161135,0,18.7759,58.1814,0.0,0.0,moderate,elevated,average,5,4,40,2,,[1.430444040107989e-09]
676,690,864,,0,886,0.0037,1.387,88.3887,0.001,2.9405,18.0373,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,10.9231,11.3834,11.754,3.8032,3.9635,4.0925,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0037,0.5256,1.6337,0.0208,2.9282,9.1011,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0037,0.601,11.754,0.0208,2.9354,9.1011,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0776,21.4937,54.7965,0.4462,7.4228,17.9275,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,17.4355,28.6583,45.2914,0.0249,0.0409,0.0646,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,85.97477367468959,85.97477367467884,0,1.3108,28.1757,0.0,0.0,profound,elevated,average,5,4,40,2,,[1.430444040107989e-09]
676,690,864,DV3,20,886,0.0021,3.0915,197.7356,0.0022,6.4247,39.8648,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,26.3592,27.4157,28.0646,9.1777,9.5456,9.7715,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0021,1.1506,3.3873,0.0114,6.4099,18.8701,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0021,1.333,28.0646,0.0114,6.4317,18.8701,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0985,48.091,121.5995,0.9902,12.0267,32.0301,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,19.3201,64.1214,114.191,0.0276,0.0914,0.1629,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,192.3641304854841,192.3641304854601,0,17.5378,53.1667,0.0,0.0,moderate,elevated,average,5,4,40,2,,[1.430444040107989e-09]
676,690,864,DV3,20,886,0.0003,1.2201,74.4554,0.0008,2.6227,18.1587,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,11.0651,11.4772,11.7789,3.8526,3.9961,4.1012,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0003,0.4706,1.6731,0.0016,2.6219,9.3208,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0003,0.5471,11.7789,0.0016,2.6315,9.3208,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0216,18.0054,44.876,0.3654,2.7209,6.932,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,5.1009,27.3934,50.7757,0.0073,0.0391,0.0724,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,71.97838895853684,71.97838895852777,0,1.1075,28.9933,35.9954,35.9954,profound,elevated,average,5,4,40,2,,[1.430444040107989e-09]
676,690,864,DV3,30,886,0.0062,2.9881,190.769,0.0021,6.1836,39.9255,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,26.4302,27.4627,28.1381,9.2025,9.562,9.7971,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.0062,1.1085,3.4494,0.0348,6.1753,19.2163,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.0062,1.2915,28.1381,0.0348,6.1988,19.2163,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0489,46.3415,116.6392,0.9498,8.9362,26.5324,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,8.0519,61.7886,116.9332,0.0115,0.0881,0.1668,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,185.36593812740796,185.3659381273846,0,17.1571,53.7899,3.588,3.588,moderate,elevated,average,5,4,40,2,,[1.430444040107989e-09]
676,690,864,DV3,30,886,0.002,1.236,67.4888,0.0008,2.9194,18.2195,0.0,5.6017,136.9099,0.01,0.0156,1,0.05,0.2586,25,6,11.1361,11.5242,11.8544,3.8773,4.0125,4.1275,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,858,0.002,0.5254,2.124,0.0109,2.9268,11.8324,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,864,0.002,0.6017,11.8544,0.0109,2.9343,11.8324,0.3482,5.5346,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0712,16.2806,39.9157,0.325,3.0249,9.747,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,16.3692,32.5729,53.5178,0.0233,0.0465,0.0763,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,64.98019660046032,64.98019660045192,0,1.582,37.1705,75.8102,75.8102,profound,elevated,average,5,4,40,2,,[1.430444040107989e-09]
837,851,1077,,0,1098,0.0031,1.4005,107.0847,0.0012,3.5327,52.444,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,1.6439,1.9171,2.2837,0.5724,0.6675,0.7951,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0031,0.6199,4.2078,0.0173,3.4535,23.4413,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0031,0.6272,4.2078,0.0173,3.438,23.4413,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2361,33.8881,96.4587,2.2891,29.0209,52.444,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,18.2542,33.8881,54.1448,0.026,0.0483,0.0772,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,101.66425083078533,101.6642508307718,0,7.5298,60.6012,0.0,0.0,moderate,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,,0,1098,0.0013,0.5851,44.8148,0.0005,1.474,21.8511,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,0.6849,0.7987,0.9515,0.2385,0.2781,0.3313,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0013,0.2583,1.7532,0.0072,1.4389,9.767,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0013,0.2613,1.7532,0.0072,1.4324,9.767,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0935,14.118,40.1901,0.9538,11.8679,21.8511,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,7.6014,14.118,22.5596,0.0108,0.0201,0.0322,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,42.35409278373081,42.354092783725086,0,0.5474,30.5959,0.0,0.0,profound,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,DV3,20,1098,0.0018,1.3883,101.018,0.0011,3.5654,40.992,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,3.1261,4.0126,4.8959,1.0884,1.3971,1.7046,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0018,0.63,3.8902,0.0098,3.5096,21.6716,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0018,0.6488,4.8959,0.0098,3.4978,21.6716,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1238,31.8459,91.6533,2.175,19.6044,39.6863,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,5.92,35.7926,57.6929,0.0084,0.051,0.0823,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,95.53764157605814,95.53764157604601,0,7.6497,57.911,57.8459,60.26,moderate,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,DV3,20,1098,0.0003,0.6702,38.748,0.0004,1.9452,18.5752,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,2.1533,2.8942,3.5636,0.7497,1.0077,1.2408,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0003,0.3482,1.4356,0.0016,1.9396,7.9974,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0003,0.3624,3.5636,0.0016,1.9344,7.9974,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0188,12.0884,35.3847,0.8397,4.1707,9.0934,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,16.5728,23.1244,26.6926,0.0236,0.033,0.0381,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,36.22748352900365,36.22748352899952,0,0.4029,23.7447,70.5664,70.5664,profound,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,DV3,30,1098,0.002,1.46,97.9846,0.0011,3.9223,41.0072,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,3.8553,5.0603,6.202,1.3424,1.7619,2.1594,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.002,0.6977,3.7313,0.0113,3.8867,20.7868,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.002,0.722,6.202,0.0113,3.8749,20.7868,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0677,30.8248,89.2506,2.118,14.8961,33.3074,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,18.0071,42.8295,59.467,0.0257,0.0611,0.0848,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,92.47433694869467,92.47433694868346,0,8.0991,56.4823,65.4596,65.4596,moderate,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,DV3,30,1098,0.011,0.7591,35.7147,0.0004,2.4112,18.5903,0.0,5.6008,136.9099,0.01,0.0144,1,0.05,0.215,25,6,2.8825,3.9419,4.8697,1.0036,1.3725,1.6955,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.011,0.4334,1.764,0.0615,2.4143,9.8268,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.011,0.4529,4.8697,0.0615,2.4084,9.8268,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.075,11.1047,32.982,0.7827,4.5884,10.2679,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,27.8818,30.1613,33.9423,0.0398,0.043,0.0484,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,33.16417890164016,33.16417890163659,0,0.9907,30.805,74.4661,74.4661,profound,elevated,average,5,5,50,2,AF2,[1.2463693690999754e-09]
837,851,1077,,0,1098,0.0048,3.1665,249.2587,0.0028,6.8331,39.4622,0.0,5.5912,136.9099,0.01,0.0145,1,0.05,0.215,25,6,25.0885,27.0713,30.4259,8.7353,9.4257,10.5937,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0048,1.2276,4.8765,0.0266,6.839,27.1662,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0048,1.3716,30.4259,0.0266,6.8534,27.1662,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2203,81.3313,157.8621,1.2855,11.1622,30.1624,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,49.9679,81.3313,125.5163,0.0713,0.116,0.179,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,243.99392428118676,243.99392428112668,0,18.124,65.6556,0.0,0.0,moderate,elevated,average,5,5,50,2,AF3,[3.2029550042016444e-09]
837,851,1077,,0,1098,0.002,1.3209,104.0501,0.0012,2.849,17.9202,0.0,5.5912,136.9099,0.01,0.0145,1,0.05,0.215,25,6,10.4528,11.2789,12.6766,3.6395,3.9271,4.4137,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.002,0.5115,2.0318,0.0112,2.8494,11.3187,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.002,0.5715,12.6766,0.0112,2.8554,11.3187,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0869,33.8847,65.7716,0.5356,4.427,11.896,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,20.8146,33.8847,52.2951,0.0297,0.0483,0.0746,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,101.65422658919158,101.6542265891664,0,1.3756,35.6491,0.0,0.0,profound,elevated,average,5,5,50,2,AF3,[3.2029550042016444e-09]
837,851,1077,DV3,20,1098,0.009,2.9354,232.6243,0.0026,6.2036,39.6039,0.0,5.5912,136.9099,0.01,0.0145,1,0.05,0.215,25,6,25.762,27.1842,29.9957,8.9698,9.465,10.4439,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.009,1.1144,3.9667,0.0499,6.2082,22.0981,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.009,1.2596,29.9957,0.0499,6.2263,22.0981,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1081,75.7625,145.2989,1.1832,5.9768,14.804,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,23.8151,75.7625,132.525,0.034,0.108,0.189,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,227.28759784898642,227.2875978489304,0,16.6222,58.5788,0.0,0.0,moderate,elevated,average,5,5,50,2,AF3,[3.2029550042016444e-09]
837,851,1077,DV3,20,1098,0.0004,1.1502,87.4157,0.001,2.5076,18.0618,0.0,5.5912,136.9099,0.01,0.0145,1,0.05,0.215,25,6,10.6247,11.3919,12.2465,3.6993,3.9664,4.264,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1071,0.0004,0.4501,1.621,0.0025,2.5074,9.0301,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1077,0.0004,0.511,12.2465,0.0025,2.5155,9.0301,0.3482,5.5418,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0253,28.3328,53.2084,0.4333,1.5498,3.4624,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,5.3382,31.8748,59.3038,0.0076,0.0455,0.0846,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,84.94790015699077,84.94790015696982,0,1.1319,27.9073,41.2256,41.2256,profound,elevated,average,5,5,50,2,AF3,[3.2029550042016444e-09]
